   ,CSR_NUMBER,LADBS_INSP_DIST,ADDR_HSE_NUM,ADDR_HSE_FRAC_NUM,ADDR_STR_DIR,ADDR_STR_NAME,ADDR_STR_SUFFIX,ADDR_STR_SUFFIX_DIR,ADDR_STR_ZIP,DATE_RECEIVED,DATE_CLOSED,DUE_DATE,CASEFLAG,CSR_PRIORITY,PIN,CSR_PROBLEM_DESC,APC,CASE_NUMBER_TO_CSR,RESPONSE_DAYS,LAT,LON
961,378208,1101,9, ,E,DUDLEY,AVE, ,90291,7/21/16,7/29/16,8/18/16,N,2,109-5A141 122,ILUSE,West Los Angeles,,6,33.99418,-118.47975
962,378206,1102,1414, ,S,MAIN,ST, ,90291,7/21/16,7/22/16,8/18/16,Y,2,108B145  1725,ILUSE,West Los Angeles,729101,1,33.98914,-118.47166
963,378220,3132,11326, ,N,RESEDA,BLVD, ,91326,7/21/16,7/22/16,8/18/16,N,2,213B125   639,ILUSE,North Valley,,1,34.27645,-118.53613
964,378205,1101,15, ,E,ROSE,AVE, ,90291,7/21/16,7/29/16,8/18/16,N,2,109-5A141  74,ILUSE,West Los Angeles,,6,33.99513,-118.48006
965,378175,1111,6007, ,S,ST ANDREWS,PL, ,90047,7/21/16,7/22/16,8/18/16,N,2,105B193   569,ILUSE,South Los Angeles,,1,33.98484,-118.31160
966,378174,3102,11048, ,W,TUXFORD,ST, ,91352,7/21/16,7/26/16,8/18/16,Y,2,195B173    79,ILUSE,North Valley,729438,3,34.23405,-118.37167
967,378292,1122,953, ,W,47TH,ST, ,90037,7/22/16,8/11/16,8/19/16,Y,2,111B197   540,ILUSE,South Los Angeles,732183,14,34.00066,-118.29022
968,378299,1112,4141, ,W,61ST,ST, ,90043,7/22/16,7/25/16,8/19/16,N,2,105B181   675,ILUSE,South Los Angeles,,1,33.98452,-118.34778
969,378243,3113,5225, ,N,AVENIDA ORIENTE, , ,91356,7/22/16,7/25/16,8/19/16,Y,2,171B125   275,ILUSE,South Valley,729404,1,34.16646,-118.53181
970,378279,2131,2527, ,W,AVENUE 30, , ,90065,7/22/16,8/16/16,8/19/16,N,2,150B213   430,ILUSE,East Los Angeles,,17,34.10801,-118.23947
971,378326,2103,3427, ,N,PRIMERA,AVE, ,90068,7/24/16,7/25/16,8/19/16,Y,2,159B181   208,ILUSE,Central,729439,0,34.13300,-118.34329
972,378377,1132,2050, ,W,29TH,ST, ,90018,7/25/16,8/18/16,8/22/16,Y,2,120B193    40,ILUSE,South Los Angeles,733486,18,34.02899,-118.31048
973,378405,1112,4141, ,W,61ST,ST, ,90043,7/25/16,7/26/16,8/22/16,Y,2,105B181   675,ILUSE,South Los Angeles,729601,1,33.98452,-118.34778
974,378417,3122,3844, ,N,BUENA PARK,DR, ,91604,7/25/16,7/30/16,8/22/16,Y,2,162B169   652,ILUSE,South Valley,730535,5,34.13950,-118.38865
975,378364,2111,148, ,N,HAYWORTH,AVE, ,90048,7/25/16,7/26/16,8/22/16,N,2,138B177   459,ILUSE,Central,,1,34.07576,-118.36250
976,378385,1122,2005, ,S,HOOPER,AVE, ,90011,7/25/16,7/27/16,8/22/16,Y,2,118-5A213  36,ILUSE,South Los Angeles,730051,2,34.02037,-118.24693
977,378365,1131,6006, ,W,PICO,BLVD, ,90035,7/25/16,8/5/16,8/22/16,N,2,129B173   331,ILUSE,Central,,9,34.05219,-118.37144
978,378370,3103,23002, ,W,VENTURA,BLVD, ,91364,7/25/16,8/1/16,8/22/16,N,2,171B097   632,ILUSE,South Valley,,5,34.16452,-118.62703
979,378499,1122,1401, ,E,51ST,ST, ,90011,7/26/16,9/20/16,8/23/16,Y,2,111A211   398,ILUSE,South Los Angeles,737257,40,33.99676,-118.24974
980,378485,2131,831, ,N,CYPRESS,AVE, ,90065,7/26/16,8/16/16,8/23/16,Y,2,145-5A219 265,ILUSE,East Los Angeles,732854,15,34.09233,-118.22434
981,378426,3123,13680, ,N,ELDRIDGE,AVE, ,91342,7/26/16,7/27/16,8/23/16,Y,2,228B157   652,ILUSE,North Valley,730058,1,34.32051,-118.42770
982,378503,2111,7408, ,W,MELROSE,AVE, ,90036,7/26/16,7/28/16,8/23/16,N,2,141B181   605,ILUSE,Central,,2,34.08333,-118.35140
983,378502,2111,7901, ,W,MELROSE,AVE, ,90046,7/26/16,7/28/16,8/23/16,N,2,141B177   592,ILUSE,Central,,2,34.08395,-118.36186
984,378449,1122,4517, ,S,VERMONT,AVE, ,90037,7/26/16,7/26/16,8/23/16,Y,2,111B197   334,ILUSE,South Los Angeles,730045,0,34.00213,-118.29171
985,378482,3132,11147, ,N,WOODLEY,AVE, ,91344,7/26/16,7/27/16,8/23/16,Y,2,210B141   409,ILUSE,North Valley,730151,1,34.27316,-118.48497
986,378529,2121,545, ,S,BROADWAY, , ,90013,7/27/16,8/2/16,8/24/16,N,2,129A211   125,ILUSE,Central,,4,34.04714,-118.25188
987,378544,2133,3232,1/2,N,FIGUEROA,ST, ,90065,7/27/16,12/13/16,8/24/16,Y,2,142-5A221  95,ILUSE,East Los Angeles,746832,99,34.08593,-118.21938
988,378545,2143,4626,1/2,W,HOLLYWOOD,BLVD, ,90027,7/27/16,8/4/16,8/24/16,N,2,147B197   481,ILUSE,Central,,6,34.09980,-118.29018
989,378519,3113,22055, ,W,VENTURA,BLVD, ,91367,7/27/16,7/27/16,8/24/16,Y,2,171B101    60,ILUSE,South Valley,730164,0,34.16889,-118.60780
990,378661,1121,8109, ,S,BROADWAY, , ,90003,7/28/16,10/3/16,8/25/16,Y,2,099B201   962,ILUSE,South Los Angeles,739779,47,33.96564,-118.27849
991,378668,3124,10827, ,W,CANTLAY,ST, ,91352,7/28/16,7/30/16,8/25/16,N,2,186B173  1084,ILUSE,North Valley,,2,34.20231,-118.36672
992,378647,2133,717, ,S,COLUMBIA,AVE, ,90017,7/28/16,7/29/16,8/25/16,N,2,130-5A205 130,ILUSE,Central,,1,34.05221,-118.26900
993,378651,2131,831, ,N,CYPRESS,AVE, ,90065,7/28/16,8/18/16,8/25/16,N,2,145-5A219 265,ILUSE,East Los Angeles,,15,34.09233,-118.22434
994,378657,2103,3913, ,W,FOUNTAIN,AVE, ,90027,7/28/16,7/29/16,8/25/16,N,2,147A203   417,ILUSE,Central,,1,34.09600,-118.27768
995,378631,2120,2064, ,E,MARENGO,ST, ,90033,7/28/16,8/4/16,8/25/16,Y,2,132A225   203,ILUSE,East Los Angeles,731475,5,34.05598,-118.20651
996,378734,3124,7601, ,W,APPERSON,ST, ,91042,7/29/16,8/6/16,8/26/16,Y,2,204B197   797,ILUSE,North Valley,731718,6,34.25612,-118.29805
997,378704,3102,8831, ,N,BRADLEY,AVE, ,91352,7/29/16,8/4/16,8/26/16,N,2,195B173   354,ILUSE,North Valley,,4,34.22964,-118.37610
998,378762,2120,3123, ,N,BUDAU,AVE, ,90032,7/29/16,8/1/16,8/26/16,N,2,141A235   115,ILUSE,East Los Angeles,,1,34.08115,-118.17075
999,378690,2133,1224, ,S,CATALINA,ST, ,90006,7/29/16,7/29/16,8/26/16,N,2,129B197   896,ILUSE,Central,,0,34.04835,-118.29461
1000,378766,3132,10156, ,N,GAVIOTA,AVE, ,91343,7/29/16,8/1/16,8/26/16,N,2,204B141   561,ILUSE,North Valley,,1,34.25550,-118.48255
1001,378686,2120,5391, ,E,POPLAR,BLVD, ,90032,7/29/16,7/29/16,8/26/16,N,2,144A237    86,ILUSE,East Los Angeles,,0,34.08987,-118.16357
1002,378764,3103,17757, ,W,VICTORY,BLVD, ,91335,7/29/16,8/2/16,8/26/16,N,2,180B129   997,ILUSE,South Valley,,2,34.18690,-118.52047
1003,378769,3123,12329, ,N,GLADSTONE,AVE, ,91342,7/30/16,8/1/16,8/26/16,N,2,219B161   307,ILUSE,North Valley,,0,34.29340,-118.41078
1004,378783,3113,19005, ,W,INGOMAR,ST, ,91335,7/30/16,8/4/16,8/26/16,N,2,189B121   456,ILUSE,South Valley,,3,34.21212,-118.54720
1005,378774,2142,2824, ,N,NEWELL,ST, ,90039,7/30/16,8/3/16,8/26/16,Y,2,148-5A213 159,ILUSE,East Los Angeles,731034,2,34.10185,-118.24334
1006,378793,2133,3232, ,N,FIGUEROA,ST, ,90065,7/31/16,10/27/16,8/26/16,N,2,142-5A221  95,ILUSE,East Los Angeles,,63,34.08593,-118.21938
1007,378799,1111,6800, ,S,VICTORIA,AVE, ,90043,7/31/16,8/2/16,8/26/16,Y,2,102B185   508,ILUSE,South Los Angeles,730900,1,33.97674,-118.33221
1008,378872,1111,224, ,W,98TH,ST, ,90003,8/1/16,8/8/16,8/29/16,Y,2,093A203   338,ILUSE,South Los Angeles,731644,5,33.94714,-118.27703
1009,378840,2131,968, ,N,FARNAM,ST, ,90042,8/1/16,1/24/17,8/29/16,N,2,154-5A223 324,ILUSE,East Los Angeles,,126,34.11664,-118.20953
1010,378802,1101,340, ,S,MAIN,ST, ,90291,8/1/16,8/12/16,8/29/16,Y,2,109-5A143  79,ILUSE,West Los Angeles,732178,9,33.99519,-118.47673
1011,378888,1131,2850, ,W,PICO,BLVD, ,90006,8/1/16,8/4/16,8/29/16,N,2,129B193  1297,ILUSE,South Los Angeles,,3,34.04702,-118.30186
1012,378896,1131,2746, ,W,14TH,ST, ,90006,8/2/16,8/11/16,8/30/16,N,2,129B193  1462,ILUSE,South Los Angeles,,7,34.04617,-118.30170
1013,378971,2131,345, ,N,AVENUE 57, , ,90042,8/2/16,8/18/16,8/30/16,N,2,153A229   282,ILUSE,East Los Angeles,,12,34.11310,-118.19417
1014,378981,2121,148, ,S,CLARENCE,ST, ,90033,8/2/16,8/3/16,8/30/16,N,2,129A219   250,ILUSE,East Los Angeles,,1,34.04608,-118.22406
1015,378988,2123,4991, ,E,CORINGA,DR, ,90042,8/2/16,8/3/16,8/30/16,N,2,157-5A225  90,ILUSE,East Los Angeles,,1,34.12589,-118.20589
1016,378913,3123,11071, ,N,LAUREL CANYON,BLVD, ,91340,8/2/16,8/3/16,8/30/16,Y,2,210B149   789,ILUSE,North Valley,731027,1,34.27150,-118.44588
1017,378894,3102,8973, ,N,NORRIS,AVE, ,91352,8/2/16,8/9/16,8/30/16,Y,2,195B173   167,ILUSE,North Valley,731706,5,34.23206,-118.37592
1018,378931,2112,11060, ,W,SUNSET,BLVD, ,90049,8/2/16,8/3/16,8/30/16,N,2,138B149   134,ILUSE,West Los Angeles,,1,34.07421,-118.45721
1019,378973,2102,14106, ,W,VENTURA,BLVD, ,91423,8/2/16,8/8/16,8/30/16,N,2,165B153   469,ILUSE,South Valley,,4,34.14935,-118.44026
1020,378924,2143,121, ,N,VIRGIL,AVE, ,90004,8/2/16,8/3/16,8/30/16,Y,2,138B197   684,ILUSE,Central,731092,1,34.07417,-118.28703
1021,379153,1111,439, ,E,112TH,ST, ,90061,8/3/16,8/11/16,8/31/16,Y,2,087A207    79,ILUSE,South Los Angeles,732063,6,33.93309,-118.26594
1022,379114,2121,3510, ,E,14TH,ST, ,90023,8/3/16,8/5/16,8/31/16,Y,2,118-5A225 382,ILUSE,East Los Angeles,731340,2,34.01720,-118.20239
1023,379100,2123,4958, ,N,EAGLE ROCK,BLVD, ,90041,8/3/16,8/17/16,8/31/16,Y,2,162A221   292,ILUSE,East Los Angeles,733224,10,34.13631,-118.21466
1024,379144,2103,5558, ,W,EDGEWOOD,PL, ,90019,8/3/16,8/8/16,8/31/16,N,2,132B177  1271,ILUSE,Central,,3,34.05438,-118.35397
1025,379091,3122,11127, ,W,LA MAIDA,ST, ,91601,8/3/16,8/6/16,8/31/16,Y,2,168B173   271,ILUSE,South Valley,731478,3,34.15886,-118.37325
1026,379102,2103,6521, ,W,LA MIRADA,AVE, ,90038,8/3/16,8/9/16,8/31/16,N,2,144B185  1298,ILUSE,Central,,4,34.09352,-118.33181
1027,379088,2120,3410, ,E,UNION PACIFIC,AVE, ,90023,8/3/16,8/5/16,8/31/16,N,2,117A225    36,ILUSE,East Los Angeles,,2,34.01638,-118.20631
1028,379152,2133,1824, ,S,VERMONT,AVE, ,90006,8/3/16,8/6/16,8/31/16,N,2,126B197   630,ILUSE,South Los Angeles,,3,34.04062,-118.29138
1029,379197,1132,3852, ,W,28TH,ST, ,90018,8/4/16,8/16/16,9/1/16,Y,2,123B185  1116,ILUSE,South Los Angeles,733083,8,34.03024,-118.32785
1030,379206,1141,9926, ,S,ANZAC,AVE, ,90002,8/4/16,8/31/16,9/1/16,N,2,091-5A215  59,ILUSE,South Los Angeles,,19,33.94591,-118.23774
1031,379330,3102,12906, ,W,BRANFORD,ST, ,91331,8/4/16,8/4/16,9/1/16,Y,2,198B161   191,ILUSE,North Valley,731415,0,34.24039,-118.41363
1032,379208,3103,7129, ,N,CANOGA,AVE, ,91303,8/4/16,8/4/16,9/1/16,Y,2,183B105   283,ILUSE,South Valley,731223,0,34.20006,-118.59788
1033,379254,1131,1506, ,S,CRENSHAW,BLVD, ,90019,8/4/16,10/12/16,9/1/16,N,2,126B185    41,ILUSE,South Los Angeles,,49,34.04548,-118.32778
1034,379177,3103,22060, ,W,GILMORE,ST, ,91303,8/4/16,8/4/16,9/1/16,N,2,180B101   741,ILUSE,South Valley,,0,34.18730,-118.60815
1035,379192,3101,17244, ,W,LEMAY,ST, ,91406,8/4/16,8/8/16,9/1/16,N,2,180B133   186,ILUSE,South Valley,,2,34.19102,-118.50924
1036,379233,2121,931, ,E,PICO,BLVD, ,90021,8/4/16,8/4/16,9/1/16,Y,2,123A211   217,ILUSE,Central,731480,0,34.03079,-118.24913
1037,379166,3124,9300, ,N,REVERIE,ROAD, ,91042,8/4/16,8/6/16,9/1/16,Y,2,198B197   314,ILUSE,North Valley,731717,2,34.24030,-118.29693
1038,379207,2133,751, ,S,VALENCIA,ST, ,90017,8/4/16,3/21/17,9/1/16,Y,2,130-5A205 168,ILUSE,Central,759524,163,34.05188,-118.27031
1039,379262,3123,13557, ,W,BEAVER,ST, ,91342,8/5/16,8/9/16,9/2/16,Y,2,225B157   605,ILUSE,North Valley,731792,2,34.31231,-118.42843
1040,379318,2102,2530, ,N,THAMES,ST, ,90046,8/5/16,8/15/16,9/2/16,Y,2,153B173   251,ILUSE,South Valley,732443,6,34.11712,-118.37179
1041,379294,1131,2969, ,W,WILSHIRE,BLVD, ,90010,8/5/16,8/18/16,9/2/16,N,2,135A201   223,ILUSE,Central,,9,34.06200,-118.28641
1042,379327,2133,2422, ,N,LINCOLN HIGH,DR, ,90031,8/6/16,8/8/16,9/2/16,N,2,139-5A227 241,ILUSE,East Los Angeles,,0,34.07463,-118.19955
1043,379326,2304,1824, ,S,VERMONT,AVE, ,90006,8/6/16,8/9/16,9/2/16,N,2,126B197   630,ILUSE,South Los Angeles,,1,34.04062,-118.29138
1044,379359,3123,14276, ,W,AZTEC,ST, ,91342,8/7/16,8/9/16,9/2/16,Y,2,219B153   319,ILUSE,North Valley,731794,1,34.29649,-118.44427
1045,379438,1121,236, ,W,53RD,ST, ,90037,8/8/16,9/22/16,9/6/16,Y,2,108B201   431,ILUSE,South Los Angeles,737371,33,33.99409,-118.27733
1046,379362,3122,12842, ,W,MILBANK,ST, ,91604,8/8/16,8/9/16,9/6/16,Y,2,168B161  1078,ILUSE,South Valley,731754,1,34.15315,-118.41273
1047,379393,2142,112, ,N,RAMPART,BLVD, ,90026,8/8/16,8/10/16,9/6/16,N,2,136-5A203  64,ILUSE,Central,,2,34.06976,-118.27641
1048,379405,3103,18305, ,W,SHERMAN,WAY, ,91335,8/8/16,8/10/16,9/6/16,Y,2,183B125   116,ILUSE,South Valley,732000,2,34.20129,-118.53200
1049,379366,1142,1350, ,N,WILMINGTON,BLVD, ,90744,8/8/16,11/5/16,9/6/16,Y,2,033B201    21,ILUSE,Harbor,743793,65,33.78999,-118.27481
1050,379550,1122,819, ,W,48TH,ST, ,90037,8/9/16,8/16/16,9/7/16,Y,2,111B197   693,ILUSE,South Los Angeles,733119,5,33.99976,-118.28790
1051,379550,1122,819, ,W,48TH,ST, ,90037,8/9/16,8/16/16,9/7/16,Y,2,111B197   693,ILUSE,South Los Angeles,732785,5,33.99976,-118.28790
1052,379550,1122,819, ,W,48TH,ST, ,90037,8/9/16,8/16/16,9/7/16,Y,2,111B197   693,ILUSE,South Los Angeles,732704,5,33.99976,-118.28790
1053,379487,2112,1939, ,S,BENECIA,AVE, ,90025,8/9/16,8/16/16,9/7/16,Y,2,132B157  1087,ILUSE,West Los Angeles,732862,5,34.05435,-118.42214
1054,379512,3132,17040, ,W,CHATSWORTH,ST, ,91344,8/9/16,8/11/16,9/7/16,N,2,207B133   521,ILUSE,North Valley,,2,34.26459,-118.50346
1055,379475,2103,2573, ,N,GLEN,GRN, ,90068,8/9/16,8/12/16,9/7/16,N,2,154-5A189 306,ILUSE,Central,,3,34.11722,-118.32016
1056,379553,1112,1730, ,W,JEFFERSON,BLVD, ,90018,8/9/16,8/10/16,9/7/16,N,2,120B193   741,ILUSE,South Los Angeles,,1,34.02541,-118.30710
1057,379586,3102,8026, ,N,LANKERSHIM,BLVD, ,91605,8/9/16,8/9/16,9/8/16,Y,2,189B169   164,ILUSE,North Valley,731788,0,34.21642,-118.38758
1058,379517,2123,5633, ,E,MERIDIAN,ST, ,90042,8/9/16,8/22/16,9/7/16,Y,2,156A227   355,ILUSE,East Los Angeles,733711,9,34.12081,-118.19531
1059,379491,1122,4720, ,S,NORMANDIE,AVE, ,90037,8/9/16,8/30/16,9/7/16,N,2,111B197   752,ILUSE,South Los Angeles,,15,34.00000,-118.29997
1060,379476,3131,18543, ,W,PARTHENIA,ST, ,91324,8/9/16,8/11/16,9/7/16,Y,2,195B125   834,ILUSE,North Valley,732111,2,34.22838,-118.53761
1061,379568,3122,4271, ,N,RIVERTON,AVE, ,91602,8/9/16,8/15/16,9/7/16,Y,2,165B173   615,ILUSE,South Valley,732871,4,34.14783,-118.36642
1062,379668,2123,1830, ,N,AVENUE 52, , ,90042,8/10/16,8/16/16,9/8/16,Y,2,157-5A225 166,ILUSE,East Los Angeles,733414,4,34.12599,-118.20208
1063,379596,2123,5914, ,N,MONTEREY,ROAD, ,90042,8/10/16,8/12/16,9/8/16,N,2,150A231   180,ILUSE,East Los Angeles,,2,34.10502,-118.18425
1064,379643,1111,11318, ,S,VERMONT,AVE, ,90044,8/10/16,8/18/16,9/8/16,N,2,087A199   196,ILUSE,South Los Angeles,,6,33.93178,-118.29136
1065,379727,2121,110, ,W,9TH,ST, ,90015,8/11/16,8/17/16,9/9/16,N,2,127-5A209 274,ILUSE,Central,,4,34.04177,-118.25556
1066,379722,3131,19220, ,W,CALAHAN,ST, ,91324,8/11/16,8/18/16,9/9/16,N,2,198B121   727,ILUSE,North Valley,,5,34.23635,-118.55107
1067,379686,2120,2280, ,N,CAVANAGH,CIR, ,90032,8/11/16,8/18/16,9/9/16,Y,2,136-5A235  37,ILUSE,East Los Angeles,733425,5,34.06999,-118.17028
1068,379782,3123,14900, ,W,CHATSWORTH,DR, ,91345,8/11/16,8/11/16,9/12/16,Y,2,207B149    95,ILUSE,North Valley,732094,0,34.26736,-118.45723
1069,379709,3132,10526, ,N,DE SOTO,AVE, ,91311,8/11/16,8/17/16,9/9/16,N,2,207B109   549,ILUSE,North Valley,,4,34.26185,-118.58834
1070,379780,3131,9006, ,N,ENCINO,AVE, ,91325,8/11/16,8/22/16,9/9/16,Y,2,195B129    34,ILUSE,North Valley,733787,7,34.23485,-118.51547
1071,379751,1111,801, ,W,FLORENCE,AVE, ,90044,8/11/16,8/19/16,9/9/16,N,2,102B197  1071,ILUSE,South Los Angeles,,6,33.97480,-118.28728
1072,379708,3303,12008, ,W,HART,ST, ,91605,8/11/16,8/12/16,9/9/16,N,2,183B165   303,ILUSE,South Valley,,1,34.19746,-118.39474
1073,379691,3132,10906, ,N,INDEPENDENCE,AVE, ,91311,8/11/16,8/12/16,9/9/16,N,2,210B109   331,ILUSE,North Valley,,1,34.26823,-118.59062
1074,379681,1101,104, ,S,PACIFIC,AVE, ,90291,8/11/16,8/26/16,9/9/16,N,2,111B141   586,ILUSE,West Los Angeles,,11,33.99685,-118.47941
1075,379705,2121,921, ,E,PICO,BLVD, ,90021,8/11/16,8/11/16,9/9/16,N,2,123A211   204,ILUSE,Central,,0,34.03100,-118.24962
1076,379685,1101,11590, ,W,PICO,BLVD, ,90064,8/11/16,8/26/16,9/9/16,N,2,123B153   638,ILUSE,West Los Angeles,,11,34.03240,-118.44372
1077,379764,3103,23901, ,W,SYLVAN,ST, ,91367,8/11/16,8/18/16,9/9/16,Y,2,177B089   112,ILUSE,South Valley,733442,5,34.18426,-118.64654
1078,379689,3121,13171, ,W,VAN NUYS,BLVD, ,91331,8/11/16,9/6/16,9/9/16,Y,2,207B157    47,ILUSE,North Valley,735283,18,34.26789,-118.42008
1079,379761,1131,3319, ,W,WILSHIRE,BLVD, ,90010,8/11/16,9/8/16,9/9/16,N,2,135B197  1123,ILUSE,Central,,20,34.06195,-118.29477
1080,379784,3122,5207, ,N,CARTWRIGHT,AVE, ,91601,8/12/16,8/15/16,9/12/16,Y,2,171B177   588,ILUSE,South Valley,732875,1,34.16531,-118.36330
1081,379781,3101,14801, ,W,KESWICK,ST, ,91405,8/12/16,8/17/16,9/12/16,Y,2,189B149   535,ILUSE,South Valley,733216,3,34.21046,-118.45530
1082,379898,3113,4883, ,N,CALDERON,ROAD, ,91364,8/13/16,8/18/16,9/12/16,Y,2,168B097   113,ILUSE,South Valley,735196,3,34.15961,-118.62007
1083,379968,1121,835, ,E,75TH,ST, ,90001,8/15/16,9/29/16,9/13/16,N,2,102B209   304,ILUSE,South Los Angeles,,33,33.97220,-118.25950
1084,380001,3124,7835, ,W,KYLE,ST, ,91040,8/15/16,8/19/16,9/13/16,Y,2,208-5A195 307,ILUSE,North Valley,733815,4,34.26480,-118.30391
1085,380008,3123,14709, ,W,LAKESIDE,ST, ,91342,8/15/16,8/17/16,9/13/16,N,2,222B149   182,ILUSE,North Valley,,2,34.30753,-118.45339
1086,379970,1131,1618, ,S,VAN NESS,AVE, ,90019,8/15/16,8/18/16,9/13/16,N,2,126B189   379,ILUSE,South Los Angeles,,3,34.04287,-118.31623
1087,379969,2112,10967, ,W,WEYBURN,AVE, ,90024,8/15/16,8/16/16,9/13/16,Y,2,135B149   594,ILUSE,West Los Angeles,732867,1,34.06238,-118.44766
1088,379983,3122,5544, ,N,WILLOW CREST,AVE, ,91601,8/15/16,8/18/16,9/13/16,Y,2,174B177   702,ILUSE,South Valley,733798,3,34.17133,-118.36251
1089,380081,1102,8768, ,S,CROYDON,AVE, ,90045,8/16/16,8/22/16,9/14/16,Y,2,096B169   791,ILUSE,West Los Angeles,733778,4,33.95787,-118.39172
1090,380074,2131,3336, ,E,PEPPER,AVE, ,90065,8/16/16,8/18/16,9/14/16,N,2,145-5A219 444,ILUSE,East Los Angeles,,2,34.09108,-118.22203
1091,380098,2120,5468, ,E,VALLEY,BLVD, ,90032,8/16/16,8/19/16,9/14/16,N,2,138A237   106,ILUSE,East Los Angeles,,3,34.07352,-118.16379
1092,380099,2120,5468, ,E,VALLEY,BLVD, ,90032,8/16/16,11/7/16,9/14/16,N,2,138A237   106,ILUSE,East Los Angeles,,59,34.07352,-118.16379
1093,380117,1112,3628, ,S,ARLINGTON,AVE, ,90018,8/17/16,8/17/16,9/15/16,N,2,120B189  1389,ILUSE,South Los Angeles,,0,34.02207,-118.31751
1094,380134,2131,800, ,N,AVENUE 50, , ,90042,8/17/16,8/18/16,9/15/16,N,2,153A223   276,ILUSE,East Los Angeles,,1,34.11312,-118.20780
1095,380175,1112,3904, ,S,DENKER,AVE, ,90062,8/17/16,8/18/16,9/15/16,N,2,117B193  1252,ILUSE,South Los Angeles,,1,34.01522,-118.30440
1096,380119,1122,2005, ,S,HOOPER,AVE, ,90011,8/17/16,8/24/16,9/15/16,Y,2,118-5A213  36,ILUSE,South Los Angeles,734084,5,34.02037,-118.24693
1097,380120,1121,7118, ,S,MAIN,ST, ,90003,8/17/16,9/20/16,9/15/16,Y,2,102B205   815,ILUSE,South Los Angeles,737076,24,33.97490,-118.27371
1098,380141,3121,10041, ,N,SAN FERNANDO,ROAD, ,91331,8/17/16,9/6/16,9/15/16,Y,2,204B161   696,ILUSE,North Valley,735279,14,34.25270,-118.40821
1099,380142,3121,10397, ,N,SAN FERNANDO,ROAD, ,91331,8/17/16,9/6/16,9/15/16,Y,2,204B161    46,ILUSE,North Valley,735278,14,34.25911,-118.41501
1100,380234,2143,1546, ,N,ARGYLE,AVE, ,90028,8/18/16,8/22/16,9/16/16,N,2,148-5A189 309,ILUSE,Central,,2,34.09951,-118.32503
1101,380217,2201,831, ,N,CYPRESS,AVE, ,90065,8/18/16,9/22/16,9/16/16,N,2,145-5A219 265,ILUSE,East Los Angeles,,25,34.09233,-118.22434
1102,380260,1101,1937, ,S,FEDERAL,AVE, ,90025,8/18/16,8/30/16,9/16/16,Y,2,126B149  1059,ILUSE,West Los Angeles,734971,8,34.03871,-118.44900
1103,380209,1111,845, ,W,FLORENCE,AVE, ,90044,8/18/16,8/22/16,9/16/16,N,2,102B197  1089,ILUSE,South Los Angeles,,2,33.97480,-118.28873
1104,380266,1101,707, ,S,HAMPTON,DR, ,90291,8/18/16,9/1/16,9/16/16,Y,2,109-5A143 227,ILUSE,West Los Angeles,735511,10,33.99393,-118.47473
1105,380225,2133,2422, ,N,LINCOLN HIGH,DR, ,90031,8/18/16,9/17/16,9/16/16,N,2,139-5A227 241,ILUSE,East Los Angeles,,22,34.07463,-118.19955
1106,380263,2133,1602, ,S,MENLO,AVE, ,90006,8/18/16,10/26/16,9/16/16,N,2,126B197   183,ILUSE,South Los Angeles,,49,34.04404,-118.29029
1107,380262,3121,13242, ,W,PIERCE,ST, ,91331,8/18/16,10/3/16,9/16/16,Y,2,207B157  1005,ILUSE,North Valley,738986,32,34.26151,-118.42092
1108,380269,4102,6741, ,N,VAN NUYS,BLVD, ,91405,8/18/16,8/25/16,9/16/16,Y,2,180B149    91,ILUSE,South Valley,734298,5,34.19330,-118.44904
1109,380304,3121,11244, ,N,COMETA,AVE, ,91331,8/19/16,4/25/17,9/19/16,N,2,210B165   161,ILUSE,North Valley,,177,34.27448,-118.39956
1110,380339,2112,2331, ,S,KELTON,AVE, ,90064,8/19/16,8/24/16,9/19/16,Y,2,126B157   915,ILUSE,West Los Angeles,734290,3,34.04043,-118.43165
1111,380346,3124,6702, ,N,LANKERSHIM,BLVD, ,91606,8/19/16,8/27/16,9/19/16,N,2,180B169   312,ILUSE,South Valley,,6,34.19228,-118.38757
1112,380335,2120,1524, ,N,MURCHISON,ST, ,90033,8/19/16,9/12/16,9/19/16,N,2,133-5A227 141,ILUSE,East Los Angeles,,16,34.05977,-118.19543
1113,380320,3101,6741, ,N,VAN NUYS,BLVD, ,91405,8/19/16,8/23/16,9/19/16,N,2,180B149    91,ILUSE,South Valley,,2,34.19330,-118.44904
1114,380371,1102,12209, ,W,ALBERTA,DR, ,90230,8/20/16,9/22/16,9/19/16,N,2,105B161   379,ILUSE,West Los Angeles,,23,33.98561,-118.41184
1115,380368,3103,18036, ,W,VANOWEN,ST, ,91335,8/20/16,8/22/16,9/19/16,Y,2,180B125    49,ILUSE,South Valley,733784,0,34.19372,-118.52635
1116,380380,3101,6620, ,N,KESTER,AVE, ,91405,8/21/16,8/23/16,9/19/16,N,2,180B149   358,ILUSE,South Valley,,1,34.19135,-118.45729
1117,380464,1141,734, ,E,112TH,ST, ,90059,8/22/16,8/29/16,9/20/16,Y,2,087A207   156,ILUSE,South Los Angeles,734865,5,33.93273,-118.26080
1118,380441,1112,5315, ,S,7TH,AVE, ,90043,8/22/16,8/23/16,9/20/16,Y,2,108B189   349,ILUSE,South Los Angeles,733823,1,33.99453,-118.32484
